15,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahooohotline.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
16,,,ankama-new.live,AT,ZeroSSL,ZeroSSL RSA Domain Secure Site CA,2,2199075389938437424418184597648799344,b'sha384WithRSAEncryption',b'20210226235959Z',b'20201128000000Z',Google,https://www.ankama-new.live/fr/mmorpg/actualites/Clef-Rutilax/
17,,,vodafone-support-secure.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,185044542050309626562706326123285464134,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Vodafone,https://vodafone-support-secure.com/
18,,,cx.money,US,Let's Encrypt,Let's Encrypt Authority X3,2,285289150633549784474688250381908051099275,b'sha256WithRSAEncryption',b'20201211092453Z',b'20200912092453Z',Steam,https://cx.money/s/9cZjq18YwVH7FZt?src=aboutblankauth
19,US,"Amazon.com, Inc.",www.amazon.co.jp,US,DigiCert Inc,DigiCert Global CA G2,2,5769881613033434095976240390395081042,b'sha256WithRSAEncryption',b'20211027235959Z',b'20201105000000Z',Amazon.com,http://182.16.110.210/ap/signin?openid.pape.max_auth_age=0&amp;amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.assoc_handle=jpflex&amp;amp;openid.mode=checkid_setup&amp;amp;key=a@b.c&amp;amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;amp;&amp;amp;ref_=nav_em_hd_clc_signin,"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
"
107,US,"Amazon.com, Inc.",www.amazon.co.jp,US,DigiCert Inc,DigiCert Global CA G2,2,16678971350951323736723058489889376618,b'sha256WithRSAEncryption',b'20210627120000Z',b'20200713000000Z',Other,http://148.66.19.250/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
"
108,,,natwestuk-new-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,302527396013039786253629251843076765259,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,http://natwestuk-new-device.com/
109,,,natwestuk-new-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,302527396013039786253629251843076765259,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://natwestuk-new-device.com/Login.php
110,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,https://ucf.org.in/hpanel/filemanager/userfiles/acconet-1,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
111,,,uknewpayee-review.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,103526352518091835343729220423708121872,b'sha256WithRSAEncryption',b'20211123235959Z',b'20201123000000Z',Other,https://uknewpayee-review.com/Login.php
112,,,ltaucrd.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,317289778319731598544201919930497456460869,b'sha256WithRSAEncryption',b'20210219070422Z',b'20201121070422Z',Other,https://ltaucrd.com/card/home.php
113,,,www.o2-change-billing.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,308133584367140708969382883589932388287,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://www.o2-change-billing.com/log.php
114,,,new-payee-nwolb.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,136591694713963269849093816682744055363,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://new-payee-nwolb.com/Login.php
115,,,new-payee-nwolb.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,136591694713963269849093816682744055363,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://new-payee-nwolb.com/
116,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',Other,https://j6ixe8f6.firebaseapp.com/?dg=cG9sbHlAYW1lcmljYW50cmFuc2xhdGlvbnBhcnRuZXJzLmNvbQ==,"http://crl.pki.goog/GTS1O1.crl
"
117,,,authorisemy-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,14130695874475199693953403689844072415,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.authorisemy-device.com/Login.php
118,,,payee-secure-online.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,224070139711314937350092441694479757427,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.payee-secure-online.net/Login.php
119,,,payee-online-security.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,169413810583097574707276193969683212594,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.payee-online-security.net/Login.php
120,,,secure-registered-device.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,193120899020302799789944882569881498658,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.secure-registered-device.com/Login.php
121,,,autodiscover.tcpermaculture.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,282737024553227256076072127026448303598506,b'sha256WithRSAEncryption',b'20210211185928Z',b'20201113185928Z',Other,https://mail.tcpermaculture.com/public_html/public_html/public_html/ID/AppIe/
122,,,taxrebate-eligibility.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,96756331037763573029469459144506451008,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://taxrebate-eligibility.net/
123,,,taxrebate-eligibility.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,96756331037763573029469459144506451008,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://taxrebate-eligibility.net/
124,,,securehfxonline.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,133941102017427723003632558363627741025,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://securehfxonline.com/Login.php
125,,,securehfxonline.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,133941102017427723003632558363627741025,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://securehfxonline.com/
126,,,deregister-online-account.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,42027722034901077278533799017673091899,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,http://deregister-online-account.com/
127,,,deregister-online-account.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,42027722034901077278533799017673091899,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://deregister-online-account.com/
128,,,pplimitations-alert.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,63340559484224583909693570329213392207,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://pplimitations-alert.com/
129,,,www.securelloyd-data.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,302319377581315451725638986928012559147,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://securelloyd-data.com/Login.php
130,,,www.securelloyd-data.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,302319377581315451725638986928012559147,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://securelloyd-data.com/
131,,,dvla.taxrebate-vehicle.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,189442328727654682179177929111927970956,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://dvla.taxrebate-vehicle.com/
132,,,dvla.taxrebate-vehicle.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,189442328727654682179177929111927970956,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://dvla.taxrebate-vehicle.com/
133,,,dvla.myvehicle-tax.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,176850379324223808068330717644018691804,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://dvla.myvehicle-tax.com/
134,,,dvla.myvehicle-tax.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,176850379324223808068330717644018691804,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://dvla.myvehicle-tax.com/
135,,,payeesupport-help.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,139368657860121213695964257376301183983,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://payeesupport-help.com/halifax
136,,,newdevice-secure-cancellation.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,56833472414841682860100736082068584139,b'sha256WithRSAEncryption',b'20211125235959Z',b'20201125000000Z',Other,https://newdevice-secure-cancellation.com/Login.php
137,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',Other,https://spyrwph8.firebaseapp.com/?dg=bGJlYXNsZXlAc2xvc3NyZWFsZXN0YXRlLmNvbQ==,"http://crl.pki.goog/GTS1O1.crl
"
138,,,deregister-online-account.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,42027722034901077278533799017673091899,b'sha256WithRSAEncryption',b'20211127235959Z',b'20201127000000Z',Other,https://deregister-online-account.com/Login.php
139,,,payeesupport-help.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,139368657860121213695964257376301183983,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://payeesupport-help.com/halifax/Login.php
140,,,*.azurewebsites.net,US,Microsoft Corporation,Microsoft IT TLS CA 5,2,1003537452960863138147407004506388215630627929,b'sha256WithRSAEncryption',b'20210924021856Z',b'20190924021856Z',Other,https://presbyterian-park.azurewebsites.net/0nfile/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;id=74c2484d031eddd933ecfad03eb3600574c2484d031eddd933ecfad03eb36005&amp;session=74c2484d031eddd933ecfad03eb3600574c2484d031eddd933ecfad03eb36005,N/A
141,,,hali-secure.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,127689820752367001285920607015543909575,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.hali-secure.net/Login.php
142,,,authorize-new-payee.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,151183899715412327597802587685053719338,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.authorize-new-payee.com/Login.php
143,,,haiifax-support.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,149651762108010085806570494435660142102,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.haiifax-support.com/Login.php
144,,,mobile-securitycheck.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,123963222364804067056499323113752725653,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.mobile-securitycheck.com/Login.php
145,,,deregister-onlineverification.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,86700879755089955788898164557056331345,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.deregister-onlineverification.com/Login.php
146,,,www.securebank-lloyd.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,41131196555395343309333674076834753670,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.securebank-lloyd.com/
147,,,www.securebank-lloyd.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,41131196555395343309333674076834753670,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://www.securebank-lloyd.com/Login.php
148,,,personalbanking-cancel.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,84799414622184882522788838560113778634,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://halifax.personalbanking-cancel.com/
149,,,personalbanking-cancel.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,84799414622184882522788838560113778634,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://personalbanking-cancel.com/Login.php
150,,,paypal.id-login-server.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,120172489622339907353924545601893461151,b'sha256WithRSAEncryption',b'20210223235959Z',b'20201125000000Z',Other,http://id-login-server.com/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
151,,,paypal.id-login-server.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,120172489622339907353924545601893461151,b'sha256WithRSAEncryption',b'20210223235959Z',b'20201125000000Z',Other,https://paypal.id-login-server.com/wp-admin/ky-verification/PayPal%20V1/customer_center/user-222239/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
152,,,swateer.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,77515848270256907176399682143353212478,b'sha256WithRSAEncryption',b'20210212235959Z',b'20201114000000Z',Other,https://swateer.com/wp-includes/IXR/Network/94.46.167.6/login,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
153,,,register-device.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,33763562089178831546047291465681511060,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://register-device.link/Login.php
154,,,register-device.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,33763562089178831546047291465681511060,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://register-device.link/
155,,,fonemoleu.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,348836739971332386247667268547753697164220,b'sha256WithRSAEncryption',b'20210226193328Z',b'20201128193328Z',Other,https://fonemoleu.com/
156,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,19332576607757481318759569623323153486,b'ecdsa-with-SHA256',b'20211127235959Z',b'20201128000000Z',Other,http://halifax-online-alerts.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
157,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,19332576607757481318759569623323153486,b'ecdsa-with-SHA256',b'20211127235959Z',b'20201128000000Z',Other,https://halifax-online-alerts.com/Login.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
158,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,19332576607757481318759569623323153486,b'ecdsa-with-SHA256',b'20211127235959Z',b'20201128000000Z',Other,https://halifax-online-alerts.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
159,,,view.haiifax.me,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,146744908844128833476538652686115526981,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,http://view.haiifax.me/
160,,,view.haiifax.me,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,146744908844128833476538652686115526981,b'sha256WithRSAEncryption',b'20211128235959Z',b'20201128000000Z',Other,https://view.haiifax.me/Login.php
161,US,Google LLC,*.blogger.com,US,Google Trust Services,GTS CA 1O1,2,286295735075239948074651363539609998719,b'sha256WithRSAEncryption',b'20210126073308Z',b'20201103073308Z',Other,https://pubgmobilescheat.blogspot.sn/,"http://crl.pki.goog/GTS1O1core.crl
"
162,US,Google LLC,*.blogger.com,US,Google Trust Services,GTS CA 1O1,2,286295735075239948074651363539609998719,b'sha256WithRSAEncryption',b'20210126073308Z',b'20201103073308Z',Other,http://pubgmobilescheat.blogspot.sn/,"http://crl.pki.goog/GTS1O1core.crl
"
163,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,3235158379211794571325732713246882651,b'ecdsa-with-SHA256',b'20210730120000Z',b'20200730000000Z',Other,https://proficient-vr.com/file/onspmicrosoft/onspmicrosoft/Microsoft/indexa.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
164,,,stumbleupon.ga,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,274941113118729578841526447478675388938,b'sha256WithRSAEncryption',b'20201216235959Z',b'20191217000000Z',Other,https://stumbleupon.ga/index.html?UYgTFcRWaeSxDXfCgVhbJNJNinHgbvFtcdRXSEzXgrdhCFTgHvBJNIhgYFctvg
165,,,theecellgim.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,193007099456323583599570493408115478979,b'sha256WithRSAEncryption',b'20210202235959Z',b'20201104000000Z',Other,https://theecellgim.in/wp-content/plugins/apikey/index.html?UYgTFcRWaeSxD*fCgVhbINJNinHgbvFtcdR*SEzXgrdhCFTgvHBINIhgYFctvg,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
166,,,diggo.ml,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,28260259158550882599155195465154678936,b'sha256WithRSAEncryption',b'20201216235959Z',b'20191217000000Z',Other,https://diggo.ml/index.html?UYgTFcRWaeSxDXfCgVhbJNJNinHHgbvFtcdRXSEzXgrdhCFTgvHBJNIhgYFctvg
167,,,nobairrovende.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,304083462452623882358952908093844641738087,b'sha256WithRSAEncryption',b'20210218021348Z',b'20201120021348Z',ING Direct,https://nobairrovende.com.br/acces-inges-20200104-t452
168,,,amazon.cojp.hlts.icu,US,Let's Encrypt,Let's Encrypt Authority X3,2,387487769236899958825323220033773375810840,b'sha256WithRSAEncryption',b'20210226202506Z',b'20201128202506Z',Other,https://amazon.cojp.hlts.icu/
169,,,amazon.cojp.hlts.icu,US,Let's Encrypt,Let's Encrypt Authority X3,2,387487769236899958825323220033773375810840,b'sha256WithRSAEncryption',b'20210226202506Z',b'20201128202506Z',Other,https://amazon.cojp.hlts.icu/403.html
170,,,smcc-cacc.aarb.top,US,Let's Encrypt,Let's Encrypt Authority X3,2,350577141758280228168032973476392401593018,b'sha256WithRSAEncryption',b'20210226194606Z',b'20201128194606Z',Other,https://smbc-card.acrd.top/
171,,,runescape.com-nm.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,268772488317306215928279958450135816247564,b'sha256WithRSAEncryption',b'20210226200134Z',b'20201128200134Z',Other,https://www.runescape.com-nm.ru/
172,,,runescape.com-nm.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,268772488317306215928279958450135816247564,b'sha256WithRSAEncryption',b'20210226200134Z',b'20201128200134Z',Other,http://www.runescape.com-nm.ru/
173,,,runescape.com-nm.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,268772488317306215928279958450135816247564,b'sha256WithRSAEncryption',b'20210226200134Z',b'20201128200134Z',Other,https://runescape.com-nm.ru/
174,,,runescape.com-nm.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,268772488317306215928279958450135816247564,b'sha256WithRSAEncryption',b'20210226200134Z',b'20201128200134Z',Other,http://runescape.com-nm.ru/
175,US,JPMorgan Chase and Co.,www.chase.com,US,"Entrust, Inc.",Entrust Certification Authority - L1M,2,254921937262032896253516568845985316359,b'sha256WithRSAEncryption',b'20210304120339Z',b'20200304113340Z',Other,https://sxb1plvwcpnl423475.prod.sxb1.secureserver.net/~gtf/Weiter/IN0zWNkVUwPcROTkm/meine.Anmelden.php?cgi_auth=FaDhwrR8o8AHcDmVoWdp4LeVvw1vcIqT55eDlllzBreOw7h06Y5Po64sJcOmHj1uJGTMcgf7H9jgm9oqubEkl1KjTopPzW2dOGoXmAvlqUDBZPbmXWa,"http://crl.entrust.net/level1m.crl
"
176,,,runescape.com-we.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,266573184845864957789415846134807231933882,b'sha256WithRSAEncryption',b'20210226180627Z',b'20201128180627Z',Other,http://www.runescape.com-we.ru/
177,,,runescape.com-we.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,266573184845864957789415846134807231933882,b'sha256WithRSAEncryption',b'20210226180627Z',b'20201128180627Z',Other,http://runescape.com-we.ru/
178,,,runescape.com-we.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,266573184845864957789415846134807231933882,b'sha256WithRSAEncryption',b'20210226180627Z',b'20201128180627Z',Other,https://www.runescape.com-we.ru/
179,,,runescape.com-we.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,266573184845864957789415846134807231933882,b'sha256WithRSAEncryption',b'20210226180627Z',b'20201128180627Z',Other,https://runescape.com-we.ru/
180,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahoo-mailpro.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
181,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',Other,https://secure.runescape.com-we.ru/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
182,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',Other,http://secure.runescape.com-we.ru/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
183,,,runescape.com-ub.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,361548038320627602786914692155207599035689,b'sha256WithRSAEncryption',b'20210226175510Z',b'20201128175510Z',Other,https://www.runescape.com-ub.ru/
184,,,runescape.com-ub.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,361548038320627602786914692155207599035689,b'sha256WithRSAEncryption',b'20210226175510Z',b'20201128175510Z',Other,http://www.runescape.com-ub.ru/
185,,,runescape.com-ub.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,361548038320627602786914692155207599035689,b'sha256WithRSAEncryption',b'20210226175510Z',b'20201128175510Z',Other,http://runescape.com-ub.ru/
186,,,runescape.com-ub.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,361548038320627602786914692155207599035689,b'sha256WithRSAEncryption',b'20210226175510Z',b'20201128175510Z',Other,https://runescape.com-ub.ru/
