11,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14899338422106154935954618156544858699,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',ABSA Bank,https://www.bepassion.com/mtab/sumc.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
12,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://orangs.webador.com/
13,,,geovanda.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,391003774551316507877944783558928445431641,b'sha256WithRSAEncryption',b'20210209091134Z',b'20201111091134Z',Other,https://geovanda.net/
14,,,goindiaearn.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,10140321947869275158,b'sha256WithRSAEncryption',b'20220218163435Z',b'20200218163435Z',Virustotal,https://goindiaearn.com/,"http://crl.godaddy.com/gdig2s1-1731.crl
"
109,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,16003589361110807177419450126394833758,b'ecdsa-with-SHA256',b'20211119235959Z',b'20201120000000Z',Other,https://halifax-registered-devices.com/Login.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
110,,,payeeserviceuk.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,16201381424478978056964087227788063379,b'sha256WithRSAEncryption',b'20211119235959Z',b'20201119000000Z',Other,https://payeeserviceuk.com/Login.php
111,,,declined-payee.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,76109544451699260649901079064860913583,b'sha256WithRSAEncryption',b'20211119235959Z',b'20201119000000Z',Other,https://declined-payee.com/Login.php
112,,,cancel-mypayees.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,59138733455997938094256861917627010172,b'sha256WithRSAEncryption',b'20211118235959Z',b'20201118000000Z',Other,https://cancel-mypayees.com/Login.php
113,,,helpmobile-banking.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,44281206819726770922849821283151272116,b'sha256WithRSAEncryption',b'20211121235959Z',b'20201121000000Z',Other,https://www.helpmobile-banking.com/Login.php
114,,,hjesseseafoods.co.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,294746063145677664191550768133248723849198,b'sha256WithRSAEncryption',b'20201229120457Z',b'20200930120457Z',Other,https://www.hjesseseafoods.co.uk/wp-support/labanquepostale/pst/a797b/...
115,,,hjesseseafoods.co.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,294746063145677664191550768133248723849198,b'sha256WithRSAEncryption',b'20201229120457Z',b'20200930120457Z',Other,https://hjesseseafoods.co.uk/wp-support/labanquepostale/pst/b024d/
116,,,hjesseseafoods.co.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,294746063145677664191550768133248723849198,b'sha256WithRSAEncryption',b'20201229120457Z',b'20200930120457Z',Other,https://www.hjesseseafoods.co.uk/wp-support/labanquepostale/pst...
117,,,webdisk.wonderwomans.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,431637032386160753278460215552624871521773,b'sha256WithRSAEncryption',b'20210205094552Z',b'20201107094552Z',Other,https://wonderwomans.net/wp-includes/aaa/login.made-in-china.com/index.php
118,DE,Sparkassen-Finanzportal GmbH,www.sparkasse.de,DE,D-Trust GmbH,D-TRUST SSL Class 3 CA 1 EV 2009,2,144273411696247384628998823984287728294,b'sha256WithRSAEncryption',b'20210517065556Z',b'20200514065556Z',Other,https://allescoco.xyz/afxJrruF,"http://cdn.d-trust-cloudcrl.net/crl/d-trust_ssl_class_3_ca_1_ev_2009.crl
"
119,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12091221544998202657637972021457070393,b'ecdsa-with-SHA256',b'20211119235959Z',b'20201120000000Z',Other,https://spk-authserv.xyz/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
120,DE,Sparkassen-Finanzportal GmbH,www.sparkasse.de,DE,D-Trust GmbH,D-TRUST SSL Class 3 CA 1 EV 2009,2,144273411696247384628998823984287728294,b'sha256WithRSAEncryption',b'20210517065556Z',b'20200514065556Z',Other,https://allescoco.xyz/pBXWhkHC,"http://cdn.d-trust-cloudcrl.net/crl/d-trust_ssl_class_3_ca_1_ev_2009.crl
"
121,DE,Sparkassen-Finanzportal GmbH,www.sparkasse.de,DE,D-Trust GmbH,D-TRUST SSL Class 3 CA 1 EV 2009,2,144273411696247384628998823984287728294,b'sha256WithRSAEncryption',b'20210517065556Z',b'20200514065556Z',Other,https://allescoco.xyz/kQzFOzJO,"http://cdn.d-trust-cloudcrl.net/crl/d-trust_ssl_class_3_ca_1_ev_2009.crl
"
122,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahoomailverificationlinkz61.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
123,,,glitch.com,US,Amazon,Amazon,2,12953212096050194519304190911808620436,b'sha256WithRSAEncryption',b'20210318120000Z',b'20200218000000Z',Other,https://activation-email-upgrades.glitch.me/?email,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
124,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Special,https://dptzimup.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
125,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Adobe,https://ad0be3812.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
126,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Adobe,https://ad0be0317.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
127,,,webdisk.geotexsas.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,375607306757868433149476217908903477030445,b'sha256WithRSAEncryption',b'20210217203917Z',b'20201119203917Z',Other,https://geotexsas.com/TRICOB
128,,,webdisk.geotexsas.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,375607306757868433149476217908903477030445,b'sha256WithRSAEncryption',b'20210217203917Z',b'20201119203917Z',Other,https://geotexsas.com/TRICOB/
129,,,billing-verify-error.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,84740635311874185529656680748714752543,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://billing-verify-error.com/login/index.php
130,,,goravia.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,284427929747277394322194978006750969890966,b'sha256WithRSAEncryption',b'20210126193432Z',b'20201028193432Z',Google,https://goravia.ru/
131,,,goravia.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,284427929747277394322194978006750969890966,b'sha256WithRSAEncryption',b'20210126193432Z',b'20201028193432Z',Google,http://goravia.ru
132,,,www.rakuten.c0.jp1.4efa7aed6eaefc9b1ac19ace.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,384666560771343016725642030046090721889211,b'sha256WithRSAEncryption',b'20210219043006Z',b'20201121043006Z',Other,https://www.rakuten.c0.jp4.4efa7aed6eaefc9b1ac19ace.xyz/
133,GB,OTT TRAVEL LLP,*.onetwotrip.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,13130664009484034532079062996250116107,b'sha256WithRSAEncryption',b'20220411120000Z',b'20200228000000Z',Groupon,http://sapsan.onetwotrip.com/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
134,,,sapsan.poezdok.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,217491191012376813838603993218930074153,b'sha256WithRSAEncryption',b'20211014235959Z',b'20201014000000Z',Groupon,http://sapsan.poezdok.com/
135,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,16623558188454360612468228241186189066,b'ecdsa-with-SHA256',b'20211116235959Z',b'20201117000000Z',Groupon,http://aviatrevel7.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
136,,,update-co-jp.top,US,Let's Encrypt,Let's Encrypt Authority X3,2,339156667018513696164820452564694759352357,b'sha256WithRSAEncryption',b'20210216101843Z',b'20201118101843Z',Other,https://register.amz.account.update-co-jp.top/
137,,,www.rakuten.c0.jp1.4efa7aed6eaefc9b1ac19ace.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,384666560771343016725642030046090721889211,b'sha256WithRSAEncryption',b'20210219043006Z',b'20201121043006Z',Other,https://www.rakuten.c0.jp3.4efa7aed6eaefc9b1ac19ace.xyz/
138,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://lisieti.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
139,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,5079582277457031571079500974145731613,b'ecdsa-with-SHA256',b'20211119235959Z',b'20201120000000Z',Other,https://wysyldhl.pl/d98,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
140,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,5079582277457031571079500974145731613,b'ecdsa-with-SHA256',b'20211119235959Z',b'20201120000000Z',Other,https://wysyldhl.pl/JC62o7ZiZE5oEzFlHUxP/NaFZlV,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
141,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://neftal.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
142,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahoooonlinejkbdvbndx.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
143,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://orangs.webador.com/mms
144,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Facebook,https://azsonzs.000webhostapp.com/help-support.html,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
145,,,webdisk.geotexsas.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,375607306757868433149476217908903477030445,b'sha256WithRSAEncryption',b'20210217203917Z',b'20201119203917Z',Other,https://geotexsas.com/SCA/
146,,,sinteza-al.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,73471415645363553288228173255374252993,b'sha256WithRSAEncryption',b'20210128235959Z',b'20201030000000Z',Other,https://www.sinteza-al.com/https/linknewin/linknewin/LINKEDIN/index.html,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
147,,,sinteza-al.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,73471415645363553288228173255374252993,b'sha256WithRSAEncryption',b'20210128235959Z',b'20201030000000Z',Other,https://www.sinteza-al.com/https/linknewin/linknewin/LINKEDIN/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
148,,,*.tribuluschines.club,US,Let's Encrypt,Let's Encrypt Authority X3,2,294052209726730406718351700808311361647379,b'sha256WithRSAEncryption',b'20210128181104Z',b'20201030181104Z',Other,https://tribuluschines.club/wp-content/plugins/.../LINKEDIN
149,,,*.tribuluschines.club,US,Let's Encrypt,Let's Encrypt Authority X3,2,294052209726730406718351700808311361647379,b'sha256WithRSAEncryption',b'20210128181104Z',b'20201030181104Z',Other,https://tribuluschines.club/wp-content/plugins/.../LINKEDIN/
150,,,cpcontacts.nafvfedur.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,349045948830789989600150729361508965472188,b'sha256WithRSAEncryption',b'20210216200414Z',b'20201118200414Z',Other,https://nafvfedur.uk/nfcu/navy/que.php
151,,,cpcontacts.nafvfedur.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,349045948830789989600150729361508965472188,b'sha256WithRSAEncryption',b'20210216200414Z',b'20201118200414Z',Other,https://nafvfedur.uk/nfcu/navy/fulls.php
152,,,cpcontacts.nafvfedur.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,349045948830789989600150729361508965472188,b'sha256WithRSAEncryption',b'20210216200414Z',b'20201118200414Z',Other,https://nafvfedur.uk/nfcu/navy/full.php
153,,,cpcontacts.nafvfedur.uk,US,Let's Encrypt,Let's Encrypt Authority X3,2,349045948830789989600150729361508965472188,b'sha256WithRSAEncryption',b'20210216200414Z',b'20201118200414Z',Other,https://nafvfedur.uk/nfcu/navy/
154,,,login-restrictions-o2.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,298862932262791651262588467680546823275,b'sha256WithRSAEncryption',b'20211119235959Z',b'20201119000000Z',Other,https://login-restrictions-o2.com/
155,,,checkpayee-natwest.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,180034675793835052714442848676244788891,b'sha256WithRSAEncryption',b'20211118235959Z',b'20201118000000Z',Other,https://checkpayee-natwest.link/Login.php
156,,,checkpayee-natwest.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,180034675793835052714442848676244788891,b'sha256WithRSAEncryption',b'20211118235959Z',b'20201118000000Z',Other,http://checkpayee-natwest.link/
157,,,www.hollywoodandwine-net.web-dynamix.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,355204216409361849564843074137648477680377,b'sha256WithRSAEncryption',b'20210122044143Z',b'20201024044143Z',Other,https://hollywoodandwine.net/wp-includes/assets/link/linkedin-normal/index.php?customer.service@pharmaq.no
158,,,updatenow-three.world,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,299868776474708822930037438777678437577,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://updatenow-three.world/banks/online.citi.eu/Login.php?sslchannel=true&amp;sessionid=X4dehaJq2wPckCW9uMa0RN2IVOATwr4HRVaowuBbmvystsWqaP5QMiQpUbxLuxGKfdL9h48xxzMzj1oBZjFlbp4CU0sQHHdStaxcxWE05lY4OZIoljFclo1k7T9QQPqQNM
159,,,updatenow-three.world,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,299868776474708822930037438777678437577,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://updatenow-three.world/banks/online.citi.eu/Login.php?sslchannel=true&sessionid=ggOk3yz8h0XCMUii9rYfr2wZuccqC6YTmZeXm8r4T7wtfNpbaM8uZOUzwbafuvTe3QF85re4SWKEImC7Wc3mp4SovECS8fKjUbfJfTpI9N9dDKUAb8YP5T2OiItrfLeCMZ
160,,,updatenow-three.world,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,299868776474708822930037438777678437577,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,http://updatenow-three.world/banks/online.citi.eu
161,,,updatenow-three.world,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,299868776474708822930037438777678437577,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://updatenow-three.world/banks/online.citi.eu/Login.php?sslchannel=true&sessionid=YjWv1BRIKmolFfflqGmq4UVmFD49TaDvl1iN8UQNHzwzntjkgyVDc3ugQXWjhxPNxcNffPS1HyJ41afLNogFwSQjSc5IeGqxPurLthgd3UorzV3B2TJYko7iD2lc9jWOud
162,,,updatenow-three.world,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,299868776474708822930037438777678437577,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://updatenow-three.world/banks/online.citi.eu
163,,,onlinenatw.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,335451558893246810692098172463044268324,b'sha256WithRSAEncryption',b'20210210235959Z',b'20200211000000Z',Other,https://onlinenatw.com/
164,,,*.mont0n-ml.gq,US,Let's Encrypt,Let's Encrypt Authority X3,2,387478275250760530633163957036475673846572,b'sha256WithRSAEncryption',b'20210213200812Z',b'20201115200812Z',Other,https://mont0n-ml.gq/
165,,,paypal.com.safetyactivity.club,US,Let's Encrypt,Let's Encrypt Authority X3,2,288953508968591322422170123399273256088321,b'sha256WithRSAEncryption',b'20210213134952Z',b'20201115134952Z',Other,https://paypal.and.safetyactivity.club/xoaDmUrgHNQdlRV2/BWUxZ07IGn/PVW7BtijhL3OSF2/1HGfmIgV9EbZh/1
166,,,www.awesomeinfosys.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,423147308219554936022365196417711939717209,b'sha256WithRSAEncryption',b'20210215113416Z',b'20201117113416Z',Other,https://solankimehul.com/assets/js/zzz/dskpriv/bg-BG/sms2.php?id=9be0b838e8ace46983d5f7d9d3c45312country=bg
167,,,www.awesomeinfosys.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,423147308219554936022365196417711939717209,b'sha256WithRSAEncryption',b'20210215113416Z',b'20201117113416Z',Other,https://solankimehul.com/assets/js/zzz/dskpriv/bg-BG/sms.php?id=c57ddd1751594a1d9e3e8abca6db3596country=bg
168,,,www.awesomeinfosys.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,423147308219554936022365196417711939717209,b'sha256WithRSAEncryption',b'20210215113416Z',b'20201117113416Z',Other,"https://solankimehul.com/assets/js/zzz/dskpriv/bg-BG/card2.php?id='.md5(base64_encode(rand(0,1000)"
169,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,18838545017608897085490682863027987695,b'ecdsa-with-SHA256',b'20210711120000Z',b'20200711000000Z',Other,https://nrmine.com/VerkauferFA098E7EF1ECF087BCBAFC8D0326147CAAEC185338D9861CDFEinvoicerouteacctpagetype&amp;A84BB7295ABD59B976CDCDA373D17B9A78610E89EE67B96076&amp;relektronik@web.de.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
170,,,wells-request.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,61264075861238684855679691938372727370,b'sha256WithRSAEncryption',b'20210514235959Z',b'20200514000000Z',Other,https://wells-request.com/
171,,,newpayees-verify.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,248798476024837069129894925639516676921,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://www.newpayees-verify.com/Login.php
172,,,securemydevice.live,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,214534913137176172767913404817003835520,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://www.securemydevice.live/Login.php
173,,,secure-mypayments.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,184040595600772725381952543830243441844,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://www.secure-mypayments.com/Login.php
174,,,deregistration-secure-uk.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,177274240659591316753157193826793827354,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://www.deregistration-secure-uk.com/Login.php
175,,,www.device-validation-online.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,252716035446571525729128014731119156168,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,http://www.device-validation-online.com/Login.php
176,,,www.device-validation-online.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,252716035446571525729128014731119156168,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://www.device-validation-online.com/Login.php
177,,,online-login-security.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,236147050571659847835756533870126547580,b'sha256WithRSAEncryption',b'20211119235959Z',b'20201119000000Z',Other,https://online-login-security.com/Login.php
178,,,online-login-security.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,236147050571659847835756533870126547580,b'sha256WithRSAEncryption',b'20211119235959Z',b'20201119000000Z',Other,https://online-login-security.com/
179,,,online-bank-login.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,331516876696387694140064361069775220626,b'sha256WithRSAEncryption',b'20211118235959Z',b'20201118000000Z',Other,https://online-bank-login.net/
180,,,online-bank-login.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,331516876696387694140064361069775220626,b'sha256WithRSAEncryption',b'20211118235959Z',b'20201118000000Z',Other,https://online-bank-login.net/Login.php
181,,,online-bank-login.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,331516876696387694140064361069775220626,b'sha256WithRSAEncryption',b'20211118235959Z',b'20201118000000Z',Other,http://online-bank-login.net/
