2,,,jurlebedev.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,384401195725433461728219761991859722385141,b'sha256WithRSAEncryption',b'20201231020304Z',b'20201002020304Z',Other,https://jurlebedev.ru/wp-content/languages/BPD/Popularenlinea/Home.html
3,,,citacrsucursales.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,398958487772549625542225963653940622666347,b'sha256WithRSAEncryption',b'20210208152405Z',b'20201110152405Z',Other,https://citacrsucursales.com/
4,,,services.runescape.com-acceptgift.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,288939375618447643205540194058048111842311,b'sha256WithRSAEncryption',b'20210209153740Z',b'20201111153740Z',Other,https://services.runescape.com-acceptgift.xyz/
5,,,blackwood.biz.ua,US,Let's Encrypt,Let's Encrypt Authority X3,2,307435156863807950990901960805022353319386,b'sha256WithRSAEncryption',b'20210105175800Z',b'20201007175800Z',Internal Revenue Service,https://blackwood.biz.ua/irswin.html#11
90,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://utahpakwhggvpswsyfkolchgadxokojdxjgp-dot-offgl8876899977678.uk.r.appspot.com/
91,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://utahpakwhggvpswsyfkolchgadxokojdxjgp-dot-offgl8876899977678.uk.r.appspot.com/
92,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://jmfahheyutxrhtaaujulnwcygxatiziewqog-dot-offglen.uk.r.appspot.com/
93,,,02billinginfo-digital.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,81374808353043107062332126800734246472,b'sha256WithRSAEncryption',b'20211110235959Z',b'20201110000000Z',Other,https://02billinginfo-digital.com/
94,,,02billinginfo-digital.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,81374808353043107062332126800734246472,b'sha256WithRSAEncryption',b'20211110235959Z',b'20201110000000Z',Other,http://02billinginfo-digital.com/
95,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://azsnxqhbxoavifwaovsvohfajdfgxgztjfqe-dot-offglen.uk.r.appspot.com/
96,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://jbduemefnlzahhkobvecxagwmflfyqovqndu-dot-offglen.uk.r.appspot.com/
97,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://jbduemefnlzahhkobvecxagwmflfyqovqndu-dot-offglen.uk.r.appspot.com/
98,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://dfzlohzejihgwsayjavedrbucpumryjwuyel-dot-offglen.uk.r.appspot.com/
99,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://dfzlohzejihgwsayjavedrbucpumryjwuyel-dot-offglen.uk.r.appspot.com/
100,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://mrurgxlejmsedkizzdrvnpkdbgeyavbbtgkp-dot-offglen.uk.r.appspot.com/
101,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://vdicayaltlvudnrkllhktpyhxooazfvrjpjd-dot-offglen.uk.r.appspot.com/
102,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://vdicayaltlvudnrkllhktpyhxooazfvrjpjd-dot-offglen.uk.r.appspot.com/
103,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://iblmjsvyvdspuwzajcxssnmzhgcwtkzmgtbq-dot-offglen.uk.r.appspot.com/
104,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://iblmjsvyvdspuwzajcxssnmzhgcwtkzmgtbq-dot-offglen.uk.r.appspot.com/
105,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://tumnxnetnwovmtfupekpjakmcpekrcsaqfsy-dot-offgl8876899977678.uk.r.appspot.com/
106,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://tumnxnetnwovmtfupekpjakmcpekrcsaqfsy-dot-offgl8876899977678.uk.r.appspot.com/
107,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://shwhqaznabbcgzjaiayjnynplytqrykjztre-dot-offgl8876899977678.uk.r.appspot.com/
108,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://shwhqaznabbcgzjaiayjnynplytqrykjztre-dot-offgl8876899977678.uk.r.appspot.com/
109,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://fluwxtdypmilqojrvohioryjhwltejecyprs-dot-offgl8876899977678.uk.r.appspot.com/
110,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://cfixuynsniimurgogwldirigsjtrdnrersvh-dot-offglen.uk.r.appspot.com/
111,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://cfixuynsniimurgogwldirigsjtrdnrersvh-dot-offglen.uk.r.appspot.com/
112,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://leungnaxiqajsqkkajocfpwkiiacbwhmjjbb-dot-offglen.uk.r.appspot.com/
113,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://yuomzoxvwaykxvcxrabxdpiiwjxgnykuqtyi-dot-offglen.uk.r.appspot.com/
114,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://yuomzoxvwaykxvcxrabxdpiiwjxgnykuqtyi-dot-offglen.uk.r.appspot.com/
115,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://syjxzftcuzwjswvruogsknsidzjolvgfsash-dot-offgl8876899977678.uk.r.appspot.com/
116,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://syjxzftcuzwjswvruogsknsidzjolvgfsash-dot-offgl8876899977678.uk.r.appspot.com/
117,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://opzzxzaamrqlyszecngfprfcniayrrkqevgp-dot-offglen.uk.r.appspot.com/
118,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://szcsgzprifpoxpskwrrmdyqrynlyzqgkysgl-dot-offgl8876899977678.uk.r.appspot.com/
119,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://szcsgzprifpoxpskwrrmdyqrynlyzqgkysgl-dot-offgl8876899977678.uk.r.appspot.com/
120,,,jldesignsandevents.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,230741561806541301569482984772530473942,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.jldesignsandevents.com/en-ce/5KMY9HbFVW4PQ99sRpU8F5KMY9HbFVW4PQ99sRpU8FrRzXQt8EeK9nvBhaeDLQprRzXQt8EeK9nvBhaeDLQp/login/8c9f32e03aeb2e3000825c8c875c4edd/
121,,,axgvbnfish.xyz,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,157819698845759598673278023356182525536,b'sha256WithRSAEncryption',b'20210122235959Z',b'20201024000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://axgvbnfish.xyz/kkkkkkkkkkkkkkkkkkkk/PDF/index.html
122,,,jldesignsandevents.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,230741561806541301569482984772530473942,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.jldesignsandevents.com/en-ce/5KMY9HbFVW4PQ99sRpU8F5KMY9HbFVW4PQ99sRpU8FrRzXQt8EeK9nvBhaeDLQprRzXQt8EeK9nvBhaeDLQp/login/c8cc6e90ccbff44c9cee23611711cdc4/
123,,,lloydsplc.auth-secure-verify-dev.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,93954498666310884371907534358197188476,b'sha256WithRSAEncryption',b'20211110235959Z',b'20201110000000Z',Other,https://lloydsplc.auth-secure-verify-dev.com/Login.php
124,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://ywbaqlwfcnyvuzlgljdnzyypdjyltosyhzbn-dot-offglen.uk.r.appspot.com/
125,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://ywbaqlwfcnyvuzlgljdnzyypdjyltosyhzbn-dot-offglen.uk.r.appspot.com/
126,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://tepxjgrhglmirqlglnmsqeuxgjfjihfeiizn-dot-offglen.uk.r.appspot.com/
127,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://tepxjgrhglmirqlglnmsqeuxgjfjihfeiizn-dot-offglen.uk.r.appspot.com/
128,,,hmrcpendingrebate.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,243309412941834126677708801521708243790,b'sha256WithRSAEncryption',b'20211018235959Z',b'20201110000000Z',Other,https://hmrcpendingrebate.com/
129,,,hmrcpendingrebate.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,243309412941834126677708801521708243790,b'sha256WithRSAEncryption',b'20211018235959Z',b'20201110000000Z',Other,http://hmrcpendingrebate.com/
130,,,hmrcpendingrebate.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,243309412941834126677708801521708243790,b'sha256WithRSAEncryption',b'20211018235959Z',b'20201110000000Z',Other,https://hmrcpendingrebate.com/Login.php
131,,,jldesignsandevents.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,230741561806541301569482984772530473942,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.jldesignsandevents.com/en-ce/5KMY9HbFVW4PQ99sRpU8F5KMY9HbFVW4PQ99sRpU8FrRzXQt8EeK9nvBhaeDLQprRzXQt8EeK9nvBhaeDLQp/login/98b418276d571e623651fc1d471c7811/
132,,,jldesignsandevents.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,230741561806541301569482984772530473942,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.jldesignsandevents.com/en-ce/5KMY9HbFVW4PQ99sRpU8F5KMY9HbFVW4PQ99sRpU8FrRzXQt8EeK9nvBhaeDLQprRzXQt8EeK9nvBhaeDLQp/login/fa183ba81b8f82c988245d8d4e701366/
133,,,jldesignsandevents.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,230741561806541301569482984772530473942,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.jldesignsandevents.com/en-ce/5KMY9HbFVW4PQ99sRpU8F5KMY9HbFVW4PQ99sRpU8FrRzXQt8EeK9nvBhaeDLQprRzXQt8EeK9nvBhaeDLQp/login/d79aac075930c83c2f1e369a511148fe
134,,,jldesignsandevents.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,230741561806541301569482984772530473942,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.jldesignsandevents.com/en-ce/5KMY9HbFVW4PQ99sRpU8F5KMY9HbFVW4PQ99sRpU8FrRzXQt8EeK9nvBhaeDLQprRzXQt8EeK9nvBhaeDLQp/login/d79aac075930c83c2f1e369a511148fe/
135,,,oasys-tec.com.ar,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,63612347508060762262237629060744851329,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://oasys-tec.com.ar/freshing/truelogin%20(1)/index.php
136,,,oasys-tec.com.ar,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,63612347508060762262237629060744851329,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://oasys-tec.com.ar/
137,,,tecnicomabe.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,11474140304219811182272701235923282979,b'sha256WithRSAEncryption',b'20210103235959Z',b'20201005000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://tecnicomabe.com/xx/
138,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://cjkzsjerowfdxcyrsjzocjigqoanhlywujbw-dot-offglen.uk.r.appspot.com/
139,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://cjkzsjerowfdxcyrsjzocjigqoanhlywujbw-dot-offglen.uk.r.appspot.com/
140,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://pzdlwjcbmyteirosedndjmsatiofoqpsemhe-dot-offgl8876899977678.uk.r.appspot.com/
141,,,www.grammr.fr,US,Let's Encrypt,Let's Encrypt Authority X3,2,307826342263782288895749301066884111992184,b'sha256WithRSAEncryption',b'20210204095500Z',b'20201106095500Z',Other,https://grammr.fr/templlates/wp-includes/pomo/it/a/d/
142,,,tewinteractive.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,12280827740158679983108045164774008087,b'sha256WithRSAEncryption',b'20210129235959Z',b'20201031000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://tewinteractive.com/covidapprove/Attachment%20Name%2020200408_2049.pdf.html
143,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Other,https://v34md3b8.firebaseapp.com/
144,,,halifaxalerts.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,264406885002948786686408814038752050505,b'sha256WithRSAEncryption',b'20211031235959Z',b'20201031000000Z',Other,https://halifaxalerts.com/Login.php
145,,,halifaxalerts.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,264406885002948786686408814038752050505,b'sha256WithRSAEncryption',b'20211031235959Z',b'20201031000000Z',Other,http://halifaxalerts.com/
146,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,http://graqvsgwiopeadcdxvcvbnjftgovfdcfjtnv-dot-offgl8876899977678.uk.r.appspot.com/
147,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://graqvsgwiopeadcdxvcvbnjftgovfdcfjtnv-dot-offgl8876899977678.uk.r.appspot.com/
148,US,"GitHub, Inc.",www.github.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3038751803797962294601336674821803983,b'sha256WithRSAEncryption',b'20220414120000Z',b'20200506000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://cubby10.github.io/MC4xOTUyNjY0OTg0MzM0NTQ0NQ/YWNjb3VudHNfbG9nindex.html?scriptID=35662936635352205&amp;cookies=MC4xOTUyNjY0OTg0MzM0NTQ0NQ&amp;token=81117470799998&amp;email=nick.harber@bluwireless.co.uk
149,,,supportnotices.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,31751972074247192398234695050636965099,b'sha256WithRSAEncryption',b'20211101235959Z',b'20201101000000Z',Other,https://supportnotices.com/Login.php
150,,,supportnotices.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,31751972074247192398234695050636965099,b'sha256WithRSAEncryption',b'20211101235959Z',b'20201101000000Z',Other,http://supportnotices.com/
151,,,hali-suspicious-activity.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,140936149843061034684471569640861701956,b'sha256WithRSAEncryption',b'20211101235959Z',b'20201101000000Z',Other,https://hali-suspicious-activity.com/Login.php
152,,,hali-suspicious-activity.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,140936149843061034684471569640861701956,b'sha256WithRSAEncryption',b'20211101235959Z',b'20201101000000Z',Other,http://hali-suspicious-activity.com/
153,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://widyestsxcdekmfmdldesiwmupprlqksehdy-dot-offgl8876899977678.uk.r.appspot.com/
154,,,webmail.elrabeha.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,427787952882634147950048662486291100459866,b'sha256WithRSAEncryption',b'20210205191621Z',b'20201107191621Z',Other,https://elrabeha.com/inn/login.php?cmd=login_submit&amp;id=fe18ecef5d65f2eaae4f0680c6e857a4fe18ecef5d65f2eaae4f0680c6e857a4&amp;session=fe18ecef5d65f2eaae4f0680c6e857a4fe18ecef5d65f2eaae4f0680c6e857a4
155,,,webmail.elrabeha.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,427787952882634147950048662486291100459866,b'sha256WithRSAEncryption',b'20210205191621Z',b'20201107191621Z',Other,https://elrabeha.com/inn/login.php?cmd=login_submit&amp;id=6c5efc8a00455ab6bbe58190e41969596c5efc8a00455ab6bbe58190e4196959&amp;session=6c5efc8a00455ab6bbe58190e41969596c5efc8a00455ab6bbe58190e4196959
156,,,www.halifax-uk-account.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,85382456719407145641779534117278737222,b'sha256WithRSAEncryption',b'20211111235959Z',b'20201111000000Z',Other,https://www.halifax-uk-account.com/Login.php
157,,,www.halifax-uk-account.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,85382456719407145641779534117278737222,b'sha256WithRSAEncryption',b'20211111235959Z',b'20201111000000Z',Other,https://www.halifax-uk-account.com/
158,,,halifax.authoriselogins.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,101636232988693100135902747046822634009,b'sha256WithRSAEncryption',b'20211110235959Z',b'20201110000000Z',Other,http://halifax.authoriselogins.com/
159,,,halifax.authoriselogins.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,101636232988693100135902747046822634009,b'sha256WithRSAEncryption',b'20211110235959Z',b'20201110000000Z',Other,https://halifax.authoriselogins.com/Login.php
